Event Type,Attendees,Expenses,Success
Sports,1183,12685,1
Cultural,817,122158,1
Sports,1103,198469,1
Seminars,1199,43649,1
Seminars,910,179404,1
Seminars,1106,244158,1
Cultural,1327,189891,1
Seminars,592,140655,1
Sports,1190,165116,1
Sports,690,24151,1
Cultural,816,96561,1
Seminars,1401,18432,1
Sports,266,51002,1
Seminars,775,37767,1
Cultural,540,42076,1
Cultural,960,228365,1
Sports,847,39646,1
Cultural,982,230697,1
Cultural,225,29821,1
Sports,574,39459,1
Sports,1208,84913,1
Cultural,1497,162572,1
Seminars,1169,68255,1
Sports,1373,69078,1
Cultural,1339,245368,1
Seminars,526,37425,1
Seminars,172,23584,1
Cultural,967,26648,1
Seminars,1322,119084,1
Sports,1434,195457,1
Seminars,1474,142635,1
Seminars,424,80471,1
Seminars,926,67757,1
Cultural,1276,60623,1
Sports,153,3371,1
Sports,1073,215511,1
Seminars,1448,162670,1
Sports,684,88815,1
Sports,570,11508,1
Seminars,160,37401,1
Sports,1424,159425,1
Seminars,1399,35282,1
Sports,479,104945,1
Sports,896,26819,1
Seminars,392,5891,1
Seminars,1143,2541,1
Sports,1051,243726,1
Cultural,985,21275,1
Sports,1076,8826,1
Sports,887,38585,1
Seminars,1410,113063,1
Sports,864,166639,1
Cultural,269,28756,1
Cultural,400,91629,1
Seminars,371,73504,1
Seminars,1196,18950,1
Seminars,335,79459,1
Seminars,955,163890,1
Seminars,389,60070,1
Cultural,118,7321,1
Sports,1064,239924,1
Seminars,671,42153,1
Sports,1444,225487,1
Seminars,1432,13197,1
Sports,1299,153965,1
Sports,183,27961,1
Cultural,436,2725,1
Cultural,1068,31239,1
Seminars,652,134771,1
Cultural,101,23077,1
Sports,453,97392,1
Seminars,1091,217060,1
Sports,173,21654,1
Cultural,1281,183304,1
Seminars,220,33682,1
Sports,859,185064,1
Cultural,564,35683,1
Sports,727,57049,1
Seminars,1489,148955,1
Cultural,824,57291,1
Seminars,1316,83372,1
Sports,1266,75152,1
Sports,965,191506,1
Sports,236,58444,1
Cultural,1240,94643,1
Seminars,1439,17406,1
Sports,104,22191,1
Seminars,398,49825,1
Cultural,576,135171,1
Sports,757,50230,1
Cultural,1481,88796,1
Sports,1328,117666,1
Cultural,1249,71507,1
Cultural,232,30023,1
Sports,676,69091,1
Seminars,1067,37054,1
Seminars,1484,172062,1
Cultural,755,125482,1
Sports,1394,59029,1
Cultural,250,37493,1
Seminars,397,19362,1
Sports,1231,165424,1
Sports,703,50266,1
Cultural,993,236663,1
Seminars,787,68656,1
Cultural,1454,243604,1
Cultural,1432,158229,1
Seminars,630,24928,1
Cultural,494,44475,1
Cultural,1324,214623,1
Cultural,1053,114068,1
Cultural,940,158681,1
Sports,1169,127799,1
Cultural,1133,56930,1
Cultural,142,28221,1
Sports,572,18605,1
Seminars,839,136112,1
Seminars,988,61515,1
Sports,896,217653,1
Cultural,1132,131746,1
Cultural,485,92530,1
Seminars,716,130362,1
Cultural,1108,126003,1
Sports,449,42782,1
Seminars,535,67147,1
Seminars,1215,95583,1
Seminars,463,62605,1
Sports,1217,25713,1
Cultural,1103,80862,1
Sports,1192,99952,1
Sports,1271,191126,1
Cultural,812,192241,1
Sports,951,59175,1
Sports,908,199650,1
Sports,176,4789,1
Cultural,1387,88767,1
Seminars,1070,212209,1
Cultural,1136,94092,1
Sports,1488,156118,1
Sports,173,26655,1
Seminars,804,128766,1
Sports,1327,136275,1
Seminars,268,55188,1
Sports,826,4306,1
Seminars,814,174987,1
Cultural,454,5448,1
Seminars,1238,232110,1
Cultural,1039,17288,1
Seminars,561,80146,1
Sports,1475,27034,1
Seminars,352,49217,1
Seminars,1480,172042,1
Sports,706,62902,1
Cultural,375,21716,1
Sports,1301,154663,1
Seminars,1100,165591,1
Seminars,275,49641,1
Seminars,1408,154183,1
Sports,376,87379,1
Cultural,996,241340,1
Seminars,761,118187,1
Seminars,901,62690,1
Sports,1358,182845,1
Sports,1163,84189,1
Seminars,713,146140,1
Cultural,693,89251,1
Cultural,992,123273,1
Sports,1286,189301,1
Seminars,855,132957,1
Seminars,718,114907,1
Sports,1320,43648,1
Cultural,1472,85501,1
Seminars,714,72298,1
Sports,868,80285,1
Seminars,356,11980,1
Cultural,731,46799,1
Cultural,1362,64076,1
Sports,1385,3167,1
Cultural,650,48872,1
Cultural,1179,151500,1
Sports,209,34661,1
Seminars,1366,60456,1
Sports,730,76988,1
Sports,1140,90039,1
Cultural,421,61973,1
Seminars,1081,153967,1
Seminars,1339,7661,1
Seminars,754,168675,1
Cultural,956,87363,1
Sports,145,13840,1
Sports,933,60120,1
Sports,453,34555,1
Cultural,199,48342,1
Sports,519,41265,1
Seminars,1042,144682,1
Cultural,327,7356,1
Sports,223,24373,1
Sports,1443,18798,1
Sports,700,126055,1
Sports,301,30065,1
Seminars,164,19291,1
Sports,282,61509,1
Cultural,957,203248,1
Cultural,166,17256,1
Sports,476,109997,1
Cultural,143,25330,1
Cultural,313,64319,1
Sports,1443,73590,1
Seminars,1382,74556,1
Sports,195,38873,1
Seminars,1153,195656,1
Seminars,1175,18066,1
Cultural,1279,222560,1
Seminars,175,36505,1
Sports,890,120827,1
Sports,606,148335,1
Seminars,795,75575,1
Seminars,1483,113105,1
Sports,925,191763,1
Sports,374,13522,1
Sports,445,108672,1
Sports,781,124009,1
Sports,1462,79884,1
Cultural,1011,119176,1
Cultural,1125,126153,1
Cultural,509,66661,1
Cultural,1188,224185,1
Cultural,100,4187,1
Seminars,1251,129870,1
Seminars,1083,70686,1
Seminars,1326,133016,1
Sports,823,3997,1
Cultural,402,80241,1
Sports,1091,221253,1
Sports,769,22914,1
Sports,1244,156127,1
Cultural,1333,153413,1
Sports,251,36351,1
Sports,366,32880,1
Cultural,1220,61879,1
Cultural,104,2115,1
Seminars,1064,241189,1
Seminars,662,43837,1
Seminars,1488,76159,1
Sports,1464,85551,1
Sports,105,24969,1
Cultural,1361,145426,1
Seminars,1477,52406,1
Sports,746,175210,1
Seminars,1489,154796,1
Cultural,984,67827,1
Sports,180,39817,1
Seminars,667,12363,1
Seminars,651,126327,1
Seminars,148,2761,1
Cultural,1387,188674,1
Cultural,1173,112460,1
Sports,1198,240140,1
Seminars,321,53533,1
Sports,1312,247628,1
Seminars,217,12037,1
Cultural,1394,125922,1
Sports,429,92835,1
Seminars,710,91792,1
Sports,1170,20370,1
Sports,961,183262,1
Cultural,1028,18938,1
Cultural,551,73943,1
Seminars,305,48984,1
Sports,1318,77037,1
Seminars,405,74906,1
Cultural,894,134693,1
Cultural,1312,176906,1
Sports,977,87532,1
Sports,1002,170709,1
Sports,286,47680,1
Seminars,877,19927,1
Cultural,758,58660,1
Seminars,523,35030,1
Sports,148,4078,1
Seminars,1058,90994,1
Cultural,1020,38161,1
Sports,1112,229578,1
Sports,783,128253,1
Seminars,281,69094,1
Seminars,785,116827,1
Sports,982,131946,1
Cultural,125,30000,1
Cultural,851,63925,1
Sports,1253,115559,1
Seminars,871,34324,1
Cultural,1294,34809,1
Seminars,1175,196398,1
Sports,374,71971,1
Seminars,958,79405,1
Sports,720,66603,1
Sports,735,43561,1
Sports,1296,211717,1
Seminars,555,117976,1
Sports,256,47620,1
Sports,934,96342,1
Seminars,1342,200786,1
Sports,1176,25569,1
Cultural,960,5051,1
Cultural,700,151209,1
Seminars,980,103401,1
Seminars,1396,209197,1
Seminars,355,82007,1
Cultural,286,35135,1
Sports,180,36200,1
Seminars,736,70076,1
Seminars,402,58266,1
Sports,497,118027,1
Sports,1099,106763,1
Cultural,446,85471,1
Seminars,1442,188817,1
Cultural,730,26348,1
Sports,1122,186376,1
Seminars,222,24183,1
Sports,1470,205207,1
Sports,944,219500,1
Sports,115,27171,1
Seminars,438,85846,1
Sports,394,7894,1
Seminars,1348,81020,1
Seminars,473,10751,1
Cultural,1057,196170,1
Seminars,134,2063,1
Sports,1138,24124,1
Cultural,328,61571,1
Seminars,659,9940,1
Seminars,1471,226253,1
Sports,573,139248,1
Seminars,483,120576,1
Sports,255,59335,1
Seminars,964,155282,1
Sports,148,31256,1
Cultural,1084,178902,1
Cultural,208,7215,1
Seminars,1109,163934,1
Sports,665,139138,1
Cultural,975,206166,1
Sports,158,7087,1
Sports,1409,205806,1
Sports,1315,15480,1
Sports,784,62196,1
Cultural,749,138508,1
Sports,1252,84304,1
Seminars,466,38408,1
Sports,1164,10595,1
Sports,377,83732,1
Seminars,391,21873,1
Seminars,213,35569,1
Seminars,1111,85297,1
Seminars,650,13264,1
Seminars,1313,41658,1
Seminars,581,7809,1
Seminars,114,19730,1
Sports,439,24947,1
Seminars,1108,163015,1
Cultural,1030,167812,1
Sports,1293,12656,1
Sports,1059,156641,1
Sports,1401,223570,1
Seminars,980,150026,1
Sports,1450,103697,1
Sports,640,35450,1
Seminars,1123,243505,1
Cultural,1024,64402,1
Sports,666,54161,1
Sports,989,116774,1
Cultural,820,152364,1
Seminars,1082,80211,1
Seminars,1014,232523,1
Sports,572,3006,1
Sports,103,13105,1
Sports,453,16201,1
Seminars,353,52910,1
Sports,1164,13874,1
Cultural,570,47967,1
Sports,243,59450,1
Sports,1471,81403,1
Cultural,372,28632,1
Cultural,344,24065,1
Seminars,822,191435,1
Cultural,133,28598,1
Cultural,1358,226732,1
Sports,166,10591,1
Sports,1191,222640,1
Cultural,293,72136,1
Cultural,798,140100,1
Sports,195,6726,1
Cultural,335,58618,1
Seminars,284,32720,1
Cultural,175,25003,1
Seminars,1475,161880,1
Seminars,786,47215,1
Sports,1252,195120,1
Sports,1405,114401,1
Cultural,217,47495,1
Cultural,988,171924,1
Cultural,1489,3796,1
Sports,410,56340,1
Sports,1491,70665,1
Sports,1455,212630,1
Cultural,196,41576,1
Seminars,1246,199049,1
Cultural,1002,77870,1
Cultural,564,67165,1
Seminars,702,9326,1
Seminars,1036,173311,1
Seminars,154,31945,1
Seminars,896,10120,1
Cultural,850,130267,1
Seminars,776,125425,1
Cultural,1146,216026,1
Seminars,503,60275,1
Cultural,974,237877,1
Seminars,257,56091,1
Sports,379,76480,1
Sports,1294,124963,1
Sports,579,38023,1
Seminars,1498,168466,1
Cultural,1220,202069,1
Cultural,311,39734,1
Seminars,254,44722,1
Sports,1194,48934,1
Sports,1228,105148,1
Sports,249,8261,1
Sports,326,80309,1
Sports,763,165693,1
Seminars,814,148898,1
Sports,698,45892,1
Sports,666,148840,1
Cultural,505,107028,1
Sports,541,8254,1
Seminars,704,119099,1
Cultural,1201,72848,1
Seminars,896,197725,1
Cultural,620,96673,1
Sports,1372,245492,1
Seminars,1457,131851,1
Cultural,233,48572,1
Cultural,487,37064,1
Cultural,1453,221139,1
Sports,836,139704,1
Cultural,689,90532,1
Sports,369,6448,1
Cultural,600,102159,1
Cultural,1084,153207,1
Cultural,1390,239533,1
Seminars,221,11181,1
Sports,306,40195,1
Seminars,1163,200922,1
Sports,252,61321,1
Sports,1264,222531,1
Cultural,1241,245488,1
Cultural,1134,173952,1
Seminars,380,10925,1
Seminars,584,41914,1
Seminars,1114,177539,1
Sports,1169,69404,1
Sports,1492,147347,1
Seminars,368,39257,1
Cultural,694,165308,1
Sports,620,77008,1
Seminars,1033,186364,1
Seminars,964,119105,1
Cultural,801,190677,1
Sports,793,6896,1
Seminars,726,3064,1
Sports,204,13903,1
Sports,816,11376,1
Sports,341,13795,1
Seminars,863,191790,1
Seminars,1033,130016,1
Cultural,835,107941,1
Sports,1124,86860,1
Sports,626,18516,1
Seminars,1475,238228,1
Seminars,1062,128678,1
Cultural,1373,78677,1
Cultural,937,150251,1
Cultural,644,66689,1
Seminars,179,15704,1
Cultural,1284,156809,1
Sports,600,90036,1
Cultural,600,120887,1
Cultural,516,13608,1
Cultural,1001,34759,1
Cultural,1397,166752,1
Seminars,325,19950,1
Sports,475,93213,1
Sports,931,190590,1
Cultural,976,192435,1
Sports,466,19293,1
Sports,717,97630,1
Sports,625,73083,1
Seminars,1149,74037,1
Seminars,901,162108,1
Cultural,1398,230987,1
Seminars,549,136007,1
Seminars,232,44110,1
Sports,186,35491,1
Seminars,874,133470,1
Seminars,1345,160319,1
Cultural,1157,91998,1
Sports,1038,100152,1
Sports,1365,36825,1
Sports,1100,8479,1
Sports,1407,214134,1
Sports,622,154875,1
Cultural,687,25981,1
Sports,231,46158,1
Cultural,330,9404,1
Sports,1189,16562,1
Seminars,449,81771,1
Cultural,912,154933,1
Cultural,650,94930,1
Cultural,441,24124,1
Cultural,1445,12168,1
Seminars,636,61868,1
Sports,878,218721,1
Sports,386,26198,1
Cultural,1494,115996,1
Sports,1120,157710,1
Seminars,584,44803,1
Seminars,848,4549,1
Seminars,113,27195,1
Sports,614,79588,1
Cultural,263,9259,1
Seminars,815,109201,1
Cultural,525,105029,1
Cultural,1331,106403,1
Cultural,1121,231814,1
Seminars,1028,30033,1
Seminars,1273,147832,1
Cultural,1461,94948,1
Sports,990,197675,1
Cultural,164,40964,1
Sports,678,124851,1
Seminars,1175,70155,1
Seminars,332,61568,1
Cultural,1104,197140,1
Sports,381,22770,1
Cultural,808,63885,1
Sports,261,4060,1
Sports,969,187594,1
Sports,492,62938,1
Cultural,1489,187291,1
Sports,424,99929,1
Cultural,400,38806,1
Seminars,954,3787,1
Seminars,1397,4647,1
Sports,617,51725,1
Cultural,1346,85670,1
Seminars,363,7122,1
Seminars,685,52880,1
Seminars,1215,244864,1
Seminars,236,34511,1
Cultural,1060,52042,1
Cultural,294,69292,1
Seminars,330,25747,1
Cultural,965,89742,1
Cultural,1076,131325,1
Cultural,126,17172,1
Seminars,859,110020,1
Cultural,1193,91406,1
Cultural,1212,2741,1
Sports,771,61392,1
Cultural,265,6882,1
Sports,1256,187389,1
Cultural,1339,44556,1
Cultural,632,153588,1
Seminars,1353,217042,1
Seminars,557,68791,1
Sports,164,16232,1
Sports,162,38008,1
Cultural,469,49733,1
Sports,1260,108596,1
Seminars,789,135015,1
Cultural,337,30765,1
Cultural,722,131767,1
Seminars,722,46641,1
Sports,409,70669,1
Sports,243,24251,1
Sports,1014,162306,1
Seminars,868,50734,1
Seminars,532,116292,1
Cultural,1001,176208,1
Seminars,512,86565,1
Cultural,1147,7099,1
Seminars,358,5397,1
Sports,988,73452,1
Sports,917,81941,1
Sports,834,153804,1
Cultural,1079,235519,1
Cultural,575,129897,1
Cultural,926,47220,1
Sports,290,57576,1
Seminars,620,39580,1
Seminars,311,51211,1
Cultural,934,120134,1
Sports,582,43037,1
Cultural,1420,142029,1
Seminars,313,23931,1
Seminars,201,28065,1
Cultural,1194,182707,1
Cultural,1318,53981,1
Sports,564,112440,1
Seminars,714,44952,1
Seminars,111,12946,1
Seminars,168,18971,1
Cultural,961,145949,1
Sports,1451,210208,1
Cultural,1368,239374,1
Seminars,639,68318,1
Cultural,510,12841,1
Cultural,690,65857,1
Sports,304,10834,1
Seminars,464,8320,1
Sports,819,203975,1
Sports,1345,213622,1
Seminars,880,12417,1
Seminars,169,42224,1
Seminars,866,198644,1
Sports,1230,243960,1
Sports,592,81097,1
Seminars,892,167360,1
Seminars,1305,49472,1
Seminars,740,75817,1
Sports,866,87024,1
Cultural,411,33595,1
Cultural,770,13553,1
Seminars,999,182780,1
Seminars,470,76813,1
Cultural,1417,142215,1
Cultural,1238,137886,1
Sports,1332,112344,1
Cultural,736,107704,1
Sports,1350,98926,1
Cultural,1299,148032,1
Seminars,921,171736,1
Seminars,364,56259,1
Cultural,995,163905,1
Seminars,103,22293,1
Cultural,960,26214,1
Sports,554,41703,1
Cultural,1006,82096,1
Seminars,736,167099,1
Seminars,131,26959,1
Seminars,837,143652,1
Cultural,1465,154704,1
Sports,775,72774,1
Cultural,146,7597,1
Cultural,646,18846,1
Cultural,459,61236,1
Cultural,1079,217896,1
Sports,1116,16011,1
Cultural,940,41923,1
Cultural,412,89210,1
Sports,968,240027,1
Sports,1133,167778,1
Sports,1375,141585,1
Sports,598,93581,1
Seminars,1083,34860,1
Seminars,978,127969,1
Seminars,1135,24898,1
Cultural,216,14397,1
Cultural,826,24378,1
Seminars,1275,101405,1
Cultural,384,78408,1
Sports,738,133290,1
Seminars,232,57616,1
Sports,1414,124353,1
Sports,1045,234797,1
Sports,1254,119626,1
Sports,1345,13682,1
Cultural,1352,192717,1
Seminars,535,75661,1
Seminars,565,6868,1
Cultural,231,10121,1
Seminars,334,81376,1
Seminars,153,37835,1
Sports,559,130511,1
Sports,1362,171579,1
Cultural,886,14184,1
Sports,1339,190195,1
Seminars,220,20304,1
Sports,1000,102878,1
Sports,259,53816,1
Cultural,185,34485,1
Sports,615,133561,1
Seminars,337,40389,1
Seminars,307,61971,1
Cultural,1170,177235,1
Sports,1083,69606,1
Seminars,736,148299,1
Seminars,1073,120501,1
Seminars,1268,204941,1
Cultural,546,85628,1
Cultural,1174,191012,1
Sports,318,36808,1
Seminars,1316,170654,1
Cultural,198,15474,1
Seminars,1154,164187,1
Sports,1230,138903,1
Cultural,289,16535,1
Cultural,1074,113708,1
Cultural,1036,130956,1
Cultural,116,13397,1
Sports,1462,133907,1
Sports,223,25971,1
Seminars,845,22450,1
Seminars,980,229621,1
Cultural,1065,78549,1
Sports,687,145475,1
Sports,548,38306,1
Cultural,241,60134,1
Seminars,1396,57588,1
Seminars,1388,58097,1
Sports,381,53697,1
Cultural,1138,120847,1
Sports,129,2149,1
Seminars,681,151091,1
Sports,1206,132100,1
Sports,576,53709,1
Cultural,422,11675,1
Sports,1402,202329,1
Cultural,716,37335,1
Seminars,816,151195,1
Seminars,354,73716,1
Seminars,226,55412,1
Sports,988,192121,1
Sports,1002,75386,1
Seminars,674,26562,1
Cultural,1297,143792,1
Cultural,1475,73509,1
Sports,572,108476,1
Cultural,248,7557,1
Sports,771,56338,1
Sports,868,11187,1
Seminars,109,24527,1
Seminars,1196,246475,1
Seminars,921,87167,1
Cultural,397,83034,1
Sports,1222,50986,1
Cultural,620,20328,1
Sports,1230,37917,1
Sports,1438,237025,1
Seminars,803,138096,1
Sports,105,12185,1
Cultural,636,82633,1
Cultural,606,147359,1
Seminars,198,29791,1
Sports,1025,111785,1
Sports,1292,76821,1
Cultural,844,202477,1
Seminars,1343,148560,1
Cultural,1061,129962,1
Seminars,1222,21362,1
Sports,555,63320,1
Seminars,555,130254,1
Cultural,351,4518,1
Seminars,138,27741,1
Sports,1466,41219,1
Seminars,1178,151917,1
Sports,546,58748,1
Cultural,782,105558,1
Cultural,111,11690,1
Sports,988,191067,1
Sports,1330,228968,1
Cultural,1033,132362,1
Sports,697,119210,1
Sports,155,36609,1
Seminars,420,52608,1
Cultural,225,20461,1
Cultural,1268,135408,1
Sports,611,64892,1
Seminars,1474,86327,1
Sports,1136,175296,1
Seminars,495,9483,1
Seminars,604,108621,1
Seminars,1338,61983,1
Sports,736,17679,1
Cultural,652,75538,1
Cultural,622,102639,1
Seminars,806,5595,1
Seminars,187,27350,1
Sports,776,67839,1
Sports,116,14350,1
Cultural,1025,146493,1
Seminars,1378,184445,1
Cultural,1329,24826,1
Seminars,1420,163018,1
Seminars,1347,68990,1
Seminars,534,71614,1
Seminars,1196,182170,1
Cultural,1461,157586,1
Cultural,943,41815,1
Sports,200,7015,1
Cultural,984,105582,1
Seminars,203,20578,1
Sports,101,10835,1
Seminars,336,6179,1
Seminars,1354,73176,1
Sports,481,26689,1
Sports,520,4713,1
Sports,224,33967,1
Seminars,1035,169864,1
Seminars,680,160731,1
Seminars,936,36725,1
Sports,1411,177653,1
Sports,1224,87764,1
Cultural,1428,105074,1
Sports,424,80025,1
Sports,1292,179921,1
Seminars,1241,27431,1
Sports,308,26069,1
Cultural,249,58215,1
Cultural,961,10567,1
Cultural,851,89317,1
Cultural,111,22309,1
Seminars,232,10351,1
Seminars,871,8008,1
Cultural,423,104943,1
Sports,1326,198764,1
Cultural,1109,16730,1
Cultural,990,3992,1
Sports,1144,18368,1
Sports,535,4531,1
Cultural,1194,187355,1
Sports,259,23676,1
Cultural,1264,111303,1
Cultural,217,18710,1
Seminars,174,4320,1
Cultural,1403,42605,1
Seminars,746,97546,1
Seminars,1045,230891,1
Sports,176,37923,1
Sports,367,27728,1
Cultural,838,124073,1
Seminars,666,137126,1
Cultural,874,77368,1
Seminars,970,47467,1
Cultural,464,30328,1
Cultural,283,32539,1
Seminars,1059,242435,1
Cultural,1197,67711,1
Cultural,842,103634,1
Cultural,109,15422,1
Cultural,505,76501,1
Sports,628,18841,1
Sports,1456,217406,1
Seminars,1397,114696,1
Sports,449,111291,1
Sports,723,113815,1
Sports,729,91881,1
Sports,406,61204,1
Seminars,870,23714,1
Sports,925,207855,1
Cultural,134,27614,1
Cultural,537,89255,1
Cultural,1374,91534,1
Cultural,1177,44098,1
Cultural,551,64099,1
Cultural,968,166948,1
Cultural,1325,92964,1
Cultural,140,26507,1
Cultural,1354,62768,1
Cultural,1480,204867,1
Seminars,738,76077,1
Seminars,1219,57542,1
Sports,1053,141791,1
Cultural,322,48624,1
Sports,1325,131459,1
Sports,1062,62276,1
Seminars,703,119217,1
Sports,1106,193809,1
Sports,125,26039,1
Cultural,432,35275,1
Sports,789,136542,1
Cultural,1411,4291,1
Seminars,1111,222084,1
Cultural,1102,100732,1
Seminars,1484,9825,1
Seminars,1041,121545,1
Seminars,648,82097,1
Sports,1003,244042,1
Sports,308,25961,1
Sports,1262,176775,1
Sports,572,139179,1
Seminars,775,49255,1
Cultural,882,104966,1
Sports,362,58157,1
Sports,1463,67838,1
Sports,1395,104078,1
Seminars,164,33756,1
Seminars,308,13274,1
Sports,674,114823,1
Seminars,386,19651,1
Cultural,102,15448,1
Seminars,631,29760,1
Cultural,1046,150794,1
Seminars,1139,179927,1
Sports,991,172120,1
Sports,621,2743,1
Sports,1211,223695,1
Seminars,248,60840,1
Cultural,178,42453,1
Sports,956,39298,1
Sports,856,158988,1
Sports,233,51502,1
Cultural,1027,83976,1
Seminars,1094,96331,1
Cultural,559,38898,1
Cultural,860,92853,1
Seminars,357,50042,1
Sports,257,15234,1
Cultural,1152,235566,1
Cultural,397,72459,1
Sports,821,106969,1
Cultural,617,122426,1
Seminars,938,48725,1
Seminars,1477,245724,1
Cultural,188,43192,1
Cultural,879,80753,1
Sports,1080,59196,1
Seminars,406,45999,1
Seminars,480,17655,1
Cultural,381,5583,1
Sports,369,25216,1
Seminars,931,174690,1
Seminars,1319,34925,1
Sports,404,65949,1
Seminars,397,35626,1
Cultural,691,70685,1
Sports,1198,229709,1
Sports,328,81920,1
Seminars,1306,162384,1
Cultural,1256,159483,1
Cultural,578,16983,1
Seminars,112,8433,1
Sports,1462,29661,1
Cultural,397,56783,1
Sports,602,119689,1
Seminars,176,30397,1
Cultural,1484,231430,1
Sports,1119,135036,1
Cultural,1309,241581,1
Sports,392,63936,1
Cultural,452,85628,1
Cultural,1205,81970,1
Sports,236,6908,1
Cultural,127,18124,1
Cultural,122,28723,1
Seminars,606,106997,1
Sports,350,4157,1
Seminars,1269,54498,1
Cultural,919,185213,1
Sports,567,110055,1
Cultural,1312,74442,1
Sports,1386,34291,1
Cultural,154,2855,1
Sports,687,89808,1
Seminars,168,31254,1
Sports,731,112233,1
Sports,429,91775,1
Sports,571,137671,1
Seminars,1437,224658,1
Cultural,136,32746,1
Cultural,639,59457,1
Cultural,1019,84934,1
Cultural,472,42933,1
Seminars,336,7182,1
Sports,739,116639,1
Seminars,710,155109,1
Seminars,997,169409,1
Sports,1262,98527,1
Sports,1061,2838,1
Seminars,874,38214,1
Sports,953,3810,1
Cultural,1444,4706,1
Cultural,1366,217660,1
Sports,1082,105544,1
Cultural,750,71884,1
Sports,372,27828,1
Seminars,1313,119618,1
Seminars,702,112693,1
Cultural,824,100249,1
Cultural,1125,66756,1
Seminars,445,41440,1
Seminars,901,86009,1
Sports,1285,226352,1
Seminars,526,69251,1
Sports,309,52344,1
Cultural,1275,189624,1
Sports,800,106420,1
Cultural,279,5477,1
Cultural,1196,169602,1
Sports,464,52133,1
Cultural,1275,120148,1
Sports,1115,202835,1
Sports,892,76342,1
Seminars,811,189639,1
Seminars,1101,164266,1
Sports,1008,173546,1
Seminars,609,50770,1
Sports,787,49183,1
Cultural,616,54850,1
Cultural,1448,140165,1
Sports,1486,92720,1
Sports,755,77471,1
Sports,828,9807,1
Cultural,1259,36591,1
Sports,963,30251,1
Seminars,585,110819,1
Cultural,1488,6596,1
Sports,876,61747,1
Seminars,1288,199562,1
Seminars,750,111423,1
Sports,1388,214076,1
Sports,507,5301,1
Sports,888,37538,1
Cultural,928,168067,1
Cultural,1032,84107,1
Cultural,1412,15542,1
Sports,1177,46262,1
Cultural,157,18144,1
Seminars,895,82975,1
Cultural,805,171384,1
Sports,1023,14075,1
Seminars,1088,240145,1
Cultural,955,99468,1
Cultural,1008,37026,1
Sports,1161,134642,1
Cultural,922,60272,1
Sports,917,215641,1
Seminars,522,122218,1
Sports,743,3204,1
Seminars,1373,97532,1
Seminars,246,41921,1
Seminars,179,10091,1
Sports,1386,198880,1
Sports,779,59142,1
Cultural,515,106278,1
Seminars,354,68075,1
Sports,1248,184338,1
Cultural,1185,232013,1
Seminars,858,84830,1
Seminars,1131,141753,1
Seminars,122,28458,1
Sports,472,3435,1
Cultural,375,2437,1
Cultural,566,37250,1
Seminars,956,103440,1
Seminars,518,7059,1
Seminars,1498,216556,1
Cultural,840,33785,1
Cultural,1315,64622,1
Sports,292,7933,1
Seminars,751,150342,1
Sports,1062,132516,1
Seminars,480,45801,1
Sports,320,35430,1
Cultural,401,49570,1
Sports,177,35778,1
Sports,837,81177,1
Cultural,272,14469,1
Cultural,516,119974,1
Seminars,672,82848,1
Cultural,1354,186374,1
Sports,165,37079,1
Seminars,1176,82374,1
Seminars,189,2760,1
Cultural,1339,103650,1
Sports,389,5445,1
Seminars,994,141807,1
Seminars,327,57051,1
Cultural,1218,239903,1
Sports,542,66194,1
Seminars,462,77537,1
Sports,618,107637,1
Seminars,1229,124489,1
Sports,763,23128,1
Sports,1020,164703,1
Sports,687,142379,1
Cultural,720,119837,1
Seminars,1370,56551,1
Sports,758,147491,1
Sports,1038,223059,1
Sports,521,39783,1
Cultural,573,23665,1
Seminars,1000,17999,1
Cultural,209,15102,1
Seminars,453,32461,1
Cultural,1019,48941,1
Sports,1263,111937,1
Cultural,513,28904,1
Seminars,1434,46470,1
Cultural,497,30560,1
Sports,102,6238,1
Sports,1465,169340,1
Seminars,958,115694,1
Cultural,1369,57770,1
Cultural,296,28028,1
Cultural,204,15073,1
Cultural,1414,242246,1
Seminars,671,111848,1
Sports,747,162244,1
Sports,677,154883,1
Seminars,870,50484,1
Sports,1077,37936,1
Cultural,126,20638,1
Sports,1357,197287,1
Sports,112,3202,1
Sports,1442,186644,1
Cultural,298,67595,1
Cultural,238,48984,1
Cultural,1209,227647,1
Cultural,502,107634,1
Seminars,1202,7375,1
Cultural,825,10629,1
Cultural,526,15038,1
Seminars,1009,155998,1
Seminars,160,3630,1
Cultural,539,107663,1
Sports,509,76662,1
Sports,107,7962,1
Seminars,1064,119190,1
Sports,401,46226,1
Sports,307,47495,1
Seminars,706,104651,1
Cultural,890,187848,1
Seminars,154,30550,1
Cultural,693,37320,1
Seminars,862,213405,1
Sports,1052,109203,1
Seminars,353,85137,1
Sports,645,145008,1
Cultural,1014,153768,1
Sports,1369,155599,1
Seminars,1084,20457,1
Cultural,390,36512,1
Seminars,666,75624,1
Seminars,923,117919,1
Sports,584,73851,1
Sports,627,59237,1
Cultural,317,48890,1
Sports,145,25035,1
Seminars,294,40157,1
Sports,1298,122395,1
Sports,445,6906,1
Cultural,1353,205577,1
Cultural,1174,228873,1
Seminars,899,15309,1
Cultural,246,49199,1
Sports,1047,38429,1
Seminars,533,130567,1
Cultural,235,40068,1
Seminars,871,108456,1
Cultural,1014,43842,1
Seminars,804,86028,1
Seminars,895,172265,1
